SMILES,Odor,Stimulus,CID
C1OC2=C(O1)C=C(C=C2)COC=O,cherry; floral; sweet,101285,101285
C1CCC(CC1)OC(=O)C2=CC=CC=C2O,aromatic; balsamic; floral,101330,101330
CCCCCCCCCCCC(=O)OCC(C)C,fatty; oily; winey,101338,101338
CCCCCCCCCC(OCC)OCC,citrus; ethereal; fatty; fresh; fruity; herbal; oily; rum; waxy,101363,101363
CCCCCCCC(OCC)OCC,citrus; floral; green; orange,101364,101364
CCOC(=O)C1=CC=CC=C1NC,grape,101365,101365
CCC(C)(C(=O)OCC)O,caramellic; fruity; grape; nutty,101536,101536
CC1CC(C=C(C2C1CC(=C(C)C)C2)C)O,balsamic; earthy,101549,101549
CC(OCCC1=CC=CC=C1)OCCC2=CC=CC=C2,balsamic; floral; leafy; rose; warm,101592,101592
CC(=O)OCCC1=CCC2CC1C2(C)C,floral; fruity; sweet; woody,101604,101604
C[C@H](CCC=C(C)C)CCO,rose,101977,101977
CC1=CC[C@H](C[C@H]1OC(=O)C)C(=C)C,fruity; green; herbal; sour; sweet,102024,102024
CCCCC(CC)C(=O)OC,fatty; fruity; herbal; orris; woody,102491,102491
CCCCCCC(C)CO,fruity; oily; waxy,102495,102495
CC(CCC=C(C)C)CC(OC)OC,citrus; floral; herbal,102507,102507
CCCCC(C)C=O,aldehydic; cheesy; fatty; fruity,102515,102515
CC1(CCC(=O)O1)C=C,floral; fruity,102550,102550
CC(=O)OC1CC2CC(C1=C)C2(C)C,camphoreous; fruity; herbal; mint,102553,102553
CC1(CCC=C2C13CCC(C3)C2(C)C)C,woody,102562,102562
CC1CCC(C(C1)OC(=O)CC2=CC=CC=C2)C(C)C,balsamic; herbal; honey; mint,102567,102567
CC1=CC(C(CC1)C(C)C)OC(=O)C,fruity; herbal; spicy; sweet,102578,102578
CC(CCCC(=O)C)CCC=C(C)C,balsamic; floral; rose; sweet; woody,102604,102604
CC(=CCCC(C)(C1CO1)O)C,creamy; floral; fresh; mint; sweet; woody,102611,102611
CC1CCC(C(C1)OC)C(C)C,fresh; mint,102648,102648
CC1(C2CC1C(=C)C(C2)O)C,camphoreous; mint; pine; sweet,102667,102667
CC1=CC(C(CC1)C=O)(C)C,green; herbal,102680,102680
CC1CCC(C(C1)OC=O)C(C)C,earthy; floral; fresh; green; herbal; mint,102772,102772
CC(C(C)(OC)OC)O,buttery; fruity; sharp,102794,102794
CCC(C)SC(=O)CC(C)C,cheesy; fruity; green; sulfurous; tropical; vegetable,102815,102815
CCC(C)COC(=O)CC,apple; banana; fruity; melon; sweet; tropical,102817,102817
CCC(C)C(=O)OCC(C)C,fruity; sweet,102820,102820
CCCCCCC1C=CC(=O)O1,coconut; dairy; mushroom,102833,102833
CCC(=O)C(C)CC=C(C)C,citrus; fresh; fruity; grapefruit,102844,102844
CCCC(C)C(=O)C,dairy; ethereal; fruity; herbal; ketonic,102846,102846
CCOC(C)OCCC1=CC=CC=C1,green; leafy,102849,102849
CCCCCC(=O)OCC(C)CC,apple; banana; fruity; pineapple,102855,102855
CCCCCC1C(CCC1=O)CC(=O)OC,floral; fruity; jasmine,102861,102861
CCCCC(CC)C(=O)OCC,fatty; fruity; herbal; woody,102916,102916
CC1C(OC(O1)C)C,alcoholic; ethereal; fresh; fruity; green; winey,102967,102967
CCC1CCCC(=O)O1,coconut; coumarinic,102968,102968
CC1COC(O1)C,buttery; dairy; ethereal; fruity; green; sweet,102993,102993
CCCCCC(=O)OC(C)C1=CC=CC=C1,fruity; rose,103018,103018
C[C@H](C1=CC=CC=C1)N(C)C,fishy,103034,103034
CCC(=O)OCCCCCCC(C)C,floral; fresh; herbal,103310,103310
CC1=CCCC(C1C(C)CCC=O)(C)C,orris; woody,103381,103381
CCOCC1=NC=CN=C1,earthy; nutty; pineapple; roasted,103404,103404
CCC(C)COC(=O)C1=CC=CC=C1,balsamic; floral; fruity; green; sweet,103653,103653
CCOC(=O)C1C(O1)C2=CC=C(C=C2)C,fruity; sweet,103688,103688
CC(C(=O)C)SC,alliaceous; black currant; earthy; sulfurous; tropical,103788,103788
CC1CC(C=C2C1(CC(CC2)C(=C)C)C)O,citrus; grapefruit,103814,103814
CC(CCCC(C)(C)OC(=O)C)C=C,citrus; floral,103826,103826
CC(C(=O)OC)S,brothy; meaty; sulfurous; tropical; vegetable,103858,103858
CCCCCCCCCCOC(=O)CCCCC,fatty; fruity; oily; pineapple,104170,104170
CCCCCCCCCCC(OC)OC,citrus; oily,104224,104224
CCOC1=NC(=CN=C1)C,fresh; pineapple,104421,104421
CCCCCCCCCOC(=O)CC,aldehydic; ethereal; rose; sweet; waxy; winey,104425,104425
CCCCCCCCCCC(OCC)OCC,citrus; floral; fresh; fruity,104486,104486
CCCCCCCCCCCC(OCC)OCC,citrus; fruity; green; oily,104487,104487
CCCCCCCCOCC=O,aldehydic; floral; fresh; fruity; herbal,104512,104512
CC1=C(SC(=N1)CC(C)C)C,earthy; green; nutty; savory; tomato; vegetable,104513,104513
CCCC1=NC(=C(O1)C)C,burnt; fatty; herbal; metallic; roasted,104620,104620
CC1=CN=C(C(=N1)C)C(=O)C,hazelnut; nutty; popcorn; roasted,104721,104721
CCOCC1=CC=CC=C1OC,aromatic; floral; fresh; rose; sweet; tea,105179,105179
CC1=C(C(CCC1=O)(C)C)CCC=C,floral; fruity; tobacco; woody,105426,105426
CCC1=CC=C(C=C1)CC(C)(C)C=O,aldehydic; floral,105513,105513
CC(C)(C)C(=O)OCCC1=CC=CC=C1,rose,105516,105516
CCC(=O)OC(C)(C)CC1=CC=CC=C1,floral; fruity; sweet,105595,105595
CCCC(=O)OC1=C(OC=CC1=O)C,berry; caramellic; fruity,105844,105844
CCOC(CCCCCC(C)C)OCC,floral; green; sweet,106158,106158
CC(C)C1=NC=CN=C1SC,earthy; green; meaty; roasted; woody,106216,106216
CC(C)(C=O)SSC,aromatic; chocolate; cocoa,106217,106217
CCC1=CN=C(C=N1)OC,cocoa; earthy; green; musty; nutty,106443,106443
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S,bread; fermented,106530,106530
CC(CCOC=O)CC(C)(C)C,green; herbal; woody,106711,106711
CC(C)CCOCC(=O)OCC=C,apple; fruity; green; herbal; pineapple,106729,106729
CCC(C)COCC(=O)OCC=C,fruity; green; herbal,106730,106730
CCCCCCC1C(CC(=O)O1)C,fruity; green; jasmine; milky; peach; waxy,106756,106756
CC(=CCC(C)(C)C(OC)OC)C,citrus; fresh; grapefruit,106766,106766
CCCCCCCCCC(C)C(OCC)OCC,balsamic; citrus; woody,106788,106788
CC(CCCC(C)(C)O)CC(N1C=CC2=CC=CC=C21)N3C=CC4=CC=CC=C43,animal; floral; jasmine,106826,106826
CC1CC(CC(C1)(C)C)OC(=O)C,fruity; herbal; mint; rose; sweet,106917,106917
CCC1(C(C2CCC1(C2)C)(C)C)O,earthy; musty,106997,106997
CCCCCOC(=O)C(C)CC,apple; banana; fruity; ripe,107059,107059
CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C,musk; warm; woody,107065,107065
CC1CCC(CC2=C1CCC2C)C(=C)C,balsamic; sweet; woody,107152,107152
CC(CS)C(=O)OC,fresh; fruity; grape; tropical,107231,107231
CC1CC(OC(O1)C)(C)C2=CC=CC=C2,floral; grapefruit; green; herbal,107381,107381
CC1=CC(=O)[C@H](CC1)C(C)C,herbal; mint,107561,107561
CCCCCCOC(C)OCC,alcoholic; cognac; earthy; ethereal; floral; green,108244,108244
CC(=C)C1C(C(CCC1(C)C=C)COC(=O)C)(C)C,citrus; fruity; sweet,108410,108410
CC1N=C(CS1)C,meaty; nutty; roasted; vegetable,108501,108501
CCCCCCC(CC)OC(=O)C,floral; fruity; green; tropical; waxy,108518,108518
CCCCCCCCC=CC=CC=O,fatty; floral; herbal; waxy,108529,108529
CCCCCCCCC(OCC)OCC,citrus; floral; fresh; green,108625,108625
CC1=CC(=C(O1)C)SC(=O)C,meaty; roasted,108764,108764
CC1=C(C=CO1)SC(=O)C,beefy; chicken; meaty; roasted,108765,108765
C1=CC=C(C=C1)CCCOC(=O)CCC2=CC=CC=C2,balsamic; floral; sweet,108879,108879
CCCCCCCCCC(=O)OCCCCCCC,brandy; winey,108902,108902
CCCCCCCCC(=O)OCCCCC,floral; fruity; nutty; oily; winey,109095,109095
CCCCCCCCCC(C)C(OC)OC,aldehydic; green; lemon; waxy,109183,109183
CC(C)CCCC(C)CCOC=O,floral; fresh; fruity; green; spicy,109224,109224
CC1COC(O1)(C)CCC=C(C)C,citrus; fatty; fruity; green,109257,109257
CC1CCC(C(C1)OC(=O)C(C)C)C(C)C,floral; fruity; herbal; sweet,109319,109319
CC1CCC2CC1SC2(C)C,fruity; grapefruit; sulfurous; tropical,109332,109332
CC1CCC(C(C1)C)CO,floral; mint; woody,109418,109418
CC1COC(O1)C2=CC(=C(C=C2)O)OC,creamy; sweet; vanilla; warm,109455,109455
CCOC1=C(C=CC(=C1)C2OCC(O2)C)O,sweet,109457,109457
CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,fruity; rose; sweet,109467,109467
CCCCCC(=O)OC1=CC=C(C=C1)C,animal; floral; herbal,109637,109637
CCCC(=O)OC1=C(CCC1=O)C,buttery; caramellic; creamy; nutty,109828,109828
CC(=CCOC=O)C,fruity; green; leafy; rum; tomato,110373,110373
CCC(=O)OC1=C(OC=CC1=O)C,caramellic; fruity; strawberry,110543,110543
CC1(C2CCC(C2)(C1OC=O)C)C,pine,110661,110661
CC1=CC=C2C(CCCC2(O1)C)(C)C,berry; floral; fruity; orris; sweet; woody,110664,110664
CCCCC(C)OC(=O)C,apple; fruity; pear; sour; sweet,110740,110740
CC(C)CCCC(C)CC=O,citrus; fresh; green,110747,110747
CCCC(=O)OC1CC(CCC1C(C)C)C,floral; fresh; fruity; herbal; mint,110759,110759
CCCCCC(=O)OC1CC(CCC1C(C)C)C,fruity; herbal; mint; sour; sweet; woody,110760,110760
CC1(C2CCC(C1C2)CS)C,fruity; green; sulfurous; tropical,110909,110909
CCOC(C)OCC(C)C,alcoholic; cognac; ethereal; fermented; green,110941,110941
CCCCC(CC)CS,alliaceous; meaty; roasted; sulfurous; tropical; vegetable,110968,110968
CCCCCC(CC(=O)OCC)O,apple; fruity; green; sweet; winey,110975,110975
CCCCCCCCCCCC1CCCC(=O)O1,dairy; fatty; waxy,110976,110976
CCCCCCCCC1CCCC(=O)O1,buttery; creamy; dairy; fatty,110977,110977
CC1=CCC(CC1)C(C)(C)OC(=O)C,herbal; spicy; sweet,111037,111037
CC(C)CC(=O)OCCC(C)CCC=C(C)C,chamomile; herbal; rose; tobacco; warm,111440,111440
CC(C)CCCCCCC(=O)O,fatty,111470,111470
CC(=O)CCO,caramellic; milky; sweet,111509,111509
C=CCOC(=O)COC1CCCCC1,fruity; green; herbal; pineapple,111727,111727
CC(C)CC(=O)OCC1=CC=C(C=C1)O,apricot; fruity; spicy; sweet,111779,111779
CCC(=O)OCC(C)OC(=O)CC,fruity; winey,112002,112002
CCOC(=O)C(CC(C)C)O,fresh; fruity; winey,112030,112030
CCCCC(=O)OC(C)(CCC=C(C)C)C=C,fruity; sweet,112045,112045
CC(C)CCCCCCCOC(=O)C,citrus; fresh; rose; sweet,112240,112240
CCOC(CCCCC(C)C)OCC,fruity; green; leafy,112252,112252
CCC(C)COC(=O)CC1=CC=CC=C1,balsamic; cocoa; floral; fruity; sweet,112450,112450
CC(CCCC(C)(C)OC)C=O,citrus; floral; fruity; melon,112491,112491
CCC=CCCC1CCC(=O)O1,creamy; floral; fruity; green; peach; sweet; tropical,112553,112553
CCCCCCC(CCOC(=O)C)OC(=O)C,floral; jasmine,112635,112635
CCCCCCCCCC(=O)OCCC1=CC=CC=C1,floral; green; herbal; oily; rose; waxy; winey,112733,112733
COCC1=NC=CN=C1,almond; roasted,113204,113204
CCC(C)COC(=O)C=C(C)C,apple; chamomile; floral; fruity,113425,113425
CC1CC(CO1)(C)C2=CC=CC=C2,aromatic; floral; fresh; herbal,113514,113514
CCCCCC(=O)OCCC(C)CCC=C(C)C,apple; floral; fruity; pear; pineapple; rose,114416,114416
CCCCCCC1CCCC1=O,floral; fruity; green; jasmine,114454,114454
CCCCCOC(C)OCC,alcoholic; cognac; ethereal; green; pungent,114523,114523
CCCCCCCCCCCC=CC=O,citrus; fatty; fruity; orange,116625,116625
CC(C)C(=O)OCC1=CC=C(C=C1)OC,floral; fruity; sweet,117035,117035
CCC(=O)OCC(C)O,fruity,117252,117252
CCOC(C)(C)C1CCC(=CC1)C,citrus; fatty; green,117385,117385
CCOC(=O)CCC(C)C,apple; fruity; pineapple,117477,117477
CCCCCC1=CCCC1=O,floral; fruity; jasmine,117549,117549
CCC(=O)NC1=CC=CC=C1C(=O)OC,grape,117564,117564
CCCCC(OC)OC,cognac; ethereal; fruity; green,117799,117799
CC1=CC(C2CC1C2(C)C)OC(=O)C,fruity; herbal; mint; spicy,118088,118088
CC(C)C1=CC=C(C=C1)C(C)C=O,floral; green; herbal; leafy,118146,118146
CCC(C)SC(=O)C=C(C)C,cheesy; fruity; green; sulfurous; tropical; vegetable,118148,118148
CCOC(=O)C1C(=CC=CC1(C)C)C,apple; fruity; herbal; spicy,118199,118199
CCC(C)COC=O,apple; fatty; fruity; green; winey,118210,118210
CCCC(CCCC(=O)OCC)OC(=O)C,fruity,118225,118225
CCCC(C=C)OC(=O)C,fruity; green; rum,118262,118262
CCCCCCOC(CCCCC)OCCCCCC,apple; cognac; grassy; green; oily,118530,118530
CC(C)CC(=O)SC(C)C,cheesy; green; sulfurous; tropical; vegetable,118641,118641
CC(C)SC(=O)C=C(C)C,green; meaty; onion; sulfurous; tropical,118658,118658
CCC(C)(C)SSC(C)(C)CC,alliaceous; green; meaty; savory; sulfurous; vegetable,118758,118758
CC(=O)CCCCCCC=C,apple; fatty; fruity; green; pear; pineapple,118782,118782
CC(C)CCN=CCC(C)C,burnt; cocoa; fishy; oily; sweet,118823,118823
CC(=O)CCCCCCCC=C,citrus; fruity; green; melon; tropical,118928,118928
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O,woody,119831,119831
CC1=C(C(=O)C(CO1)O)O,caramellic,119838,119838
CC(=O)OCC1CCC2CC1C2(C)C,fruity; herbal; pine; sweet,119852,119852
CCCCCCCCC(=O)OC(C)C,fermented; fruity; melon; oily; winey,119911,119911
CCCCCCCCCCCCOC=O,floral; fruity; green,119919,119919
CC1=CC2=C(C=C1)OCC(=O)CO2,fresh; green; melon,120101,120101
CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,alcoholic,121667,121667
CC1=CC2=C(C=C1)C(CC=C2)(C)C,gasoline; woody,121677,121677
CCC1=C(OC(=N1)C)C,green; hazelnut; nutty; vegetable,121694,121694
CCCC(=O)CC(=O)OC,caramellic; fruity; roasted,121700,121700
CC1CC(=O)C=C1C,burnt; caramellic; ketonic,121710,121710
CC1(C2CC1C(=C)C(=O)C2)C,camphoreous; mint,121719,121719
CC1=CC=CCC1,gasoline,121731,121731
CCCCCCCCCC(=O)OCC(C)C,brandy; cognac; fatty; fruity; oily; sweet,121738,121738
CCCCCCCCCC(=O)OCCC,fatty; fruity; oily; vegetable; woody,121739,121739
CC(=O)OC1(CCCCC1)C,berry; floral; fruity; sweet,121767,121767
CCCCCCC(C(=O)C)C(=O)OCC,floral; fruity; green; herbal; jasmine; winey,121790,121790
CC1=CCC(CC1OC=O)C(=C)C,fruity; herbal; mint; sweet,121797,121797
CSCS,garlic; meaty; savory; sulfurous,122370,122370
CCSC1=CC=CC=C1O,burnt; smoky,122407,122407
CCCC(=O)OCC(C)O,ethereal; fruity,122419,122419
CC(C)[C@H]1CC[C@@](C=C1)(C)O,floral; herbal; musty,122485,122485
CCC=CCC=CC=CC=C,fatty; green,122491,122491
CCOC1=NC=CN=C1C,cocoa; nutty; roasted,122941,122941
CCSSC,alliaceous; onion; sulfurous,123388,123388
CCC1=CC=CC=C1C=O,almond; spicy,123406,123406
C=CCCCCCCCCCC(=O)O,citrus; fatty,125207,125207
C/C=C(\C)/C(=O)O,spicy; sweet; warm,125468,125468
CC(C1CCCCC1)O,fermented; fruity; herbal; oily,137829,137829
CC1=CN=CS1,coffee; roasted; sulfurous,137980,137980
CC(C)OC(C)OC(C)C,alcoholic; brandy; cognac; ethereal; fruity; green; pungent,138176,138176
CCOC(C)(C1=CC=CC=C1)OCC,floral; fruity; green; spicy; warm,138187,138187
CCCC(OC)OC,alcoholic; cognac; ethereal; fermented; fresh; green,138260,138260
CCC=S,alliaceous; garlic; onion; potato,138345,138345
CCCOC(=O)C(C)(C)C,fruity; ripe; sweet; tropical,138418,138418
CCCCOC(=O)C(C)(C)C,apple; fruity; herbal,138420,138420
CCCC(=O)C(=O)CCC,buttery; caramellic; cheesy; creamy; fatty; fruity; sweet,138508,138508
C(S)S,meaty,138818,138818
CCSC(C)SCC,alliaceous; coffee; fruity; meaty; sulfurous; tropical,139711,139711
CCCC(C)CC=O,aldehydic; cheesy; fatty; fruity; green,140511,140511
CC1CCCCCCCCCCCCC(=O)O1,musk,141710,141710
CC(C1=CC=CC=C1)S,floral; meaty; sulfurous; tropical,141850,141850
CC(=O)CC(=O)OCC1=CC=CC=C1,balsamic; floral; fresh; fruity,142266,142266
CC=CSC,garlic; onion; sulfurous,142629,142629
CC(C)CC(OC)OC,cocoa; ethereal; fermented; fruity; green; malty,143444,143444
CC1=CC(=C(O1)C)SC,brothy; meaty; roasted,143990,143990
CC(=CCS)C,coffee; garlic; meaty; onion,146586,146586
CCCC1NCCS1,bread; caramellic; green; pungent; radish,146885,146885
CCCCCCCCCCCCC=CC=O,chicken; oily,149211,149211
CCCC(CC(=O)O)O,cheesy; fruity,151492,151492
CCCCCCCCCCCCCC=CC(=O)O,fatty; oily,152802,152802
CC(CS)C(=O)O,cheesy; meaty; ripe; sulfurous; tropical; vegetable,152910,152910
CC(C=O)C1CCC(O1)(C)C=C,floral; fresh; sweet,155007,155007
CC(=C)C1CCC(C=C1)(C)O,floral; herbal; musty,155626,155626
CC(C)[C@@H]1CC[C@@]2([C@H]1[C@@H]3C(=C)CC[C@@H]2S3)C,earthy; musty; woody,155724,155724
CCCCC1OCC(O1)C,alcoholic; fatty; fermented; green; nutty,156273,156273
CCC(C)(CCC1=CC=CC=C1)OC(=O)C,floral; fresh; fruity; green; tea,160065,160065
CCCCC=CCC(=O)OCC,fatty; fruity; pineapple; tropical,161528,161528
CCCCC1COCC(C1OC(=O)C)C,floral; jasmine; mushroom,161960,161960
CCOC(C)OC(C)(CCC=C(C)C)C=C,floral; fresh; herbal,162027,162027
CCCOC(=O)C(C)CC,apple; fruity; green; pineapple; sweet,162239,162239
C=CCCCCCCCC=O,citrus; fatty; floral; fresh; green; rose,162392,162392
CC1(CCC=C2C1CCC(C2)(C)O)C,animal; earthy,162452,162452
COC(=O)C1=CC=CC=C1NC=O,fruity; grape; musty,162458,162458
CCC(C)COC(=O)C1=CC=CC=C1O,balsamic; floral; green; herbal; sweet,162626,162626
CCCC(=O)OCC(C)CC,fruity,162627,162627
CCC1(C2(CCCC1(CC2)C)C)O,earthy; woody,163418,163418
CCCC(C)COC(=O)C(C)CCC,fatty; floral; fruity; pear,163588,163588
CCC(C)C(C(=O)O)O,buttery; cheesy; creamy; fruity,164623,164623
CSCCCCCCN=C=S,fatty; horseradish; pungent; radish; sweet,165224,165224
CC(=CCOC(=O)C=C(C)C)C,fruity; green,166302,166302
CCCCCCCCCCOC(=O)CC(C)C,apple; brandy; fruity; waxy; winey,166371,166371
CC(=O)C1=NCCS1,green; onion; popcorn,169110,169110
CCCCCCCCC(=O)OCC(C)C,fruity; oily; rose; winey,169223,169223
CC(CCCC(=C)C)CO,fatty; fresh; green; melon; oily; waxy,169818,169818
CCC1=CC=C(S1)C=O,almond; caramellic; nutty,169830,169830
CC(=CCCC(C)(C=C)S)C,fresh; fruity; grapefruit,170239,170239
CCCCCCCCCCCCCC(=O)OCCCCCC,odorless,170623,170623
CCCC(=O)OCC(C)OC(=O)CCC,fruity,170948,170948
CCCCCCCC(C=C)O,cheesy; citrus; dairy; earthy; mushroom; waxy,170977,170977
CCCCCC(=O)OCSC,creamy; fruity; pineapple,173312,173312
CCCCCC(=O)OCC=C(C)C,earthy; fruity; green,173534,173534
CC(C)C(=O)OCC=C(C)C,berry; buttery; fruity; green; plum; waxy,173535,173535
CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,camphoreous; earthy; fruity; herbal; nutty; pine,174490,174490
CC1C2CC(C2(C)C)CC1S,fruity; green; sulfurous; tropical,175039,175039
CCOC1=NC=CN=C1C(C)C,earthy; green; nutty; roasted; vegetable,175170,175170
CCOC(C)(CCC=C(C)C)C=C,citrus; floral,175211,175211
CCCCCCCOCC(=O)CO,earthy; mushroom; sweet,175220,175220
CCC1=NC=CN=C1SC,earthy; green; musty; nutty; roasted; vegetable,175366,175366
CCCCCCCC(CCCC(=O)OCC(CO)O)O,buttery,175553,175553
CC1CC[C@H](C(=O)C1)C(C)(C)OC(=S)C,catty,175606,175606
CCCCCCC(=O)C=C,mushroom,181106,181106
CCC=CC=CC(=O)C,earthy; fishy; green; metallic; mushroom,181575,181575
C=CCCCCN=C=S,fatty; green; pungent,184852,184852
CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C,chocolate; cocoa; creamy; floral; vanilla,198512,198512
CSCCCCCN=C=S,cabbage; pungent; radish,206037,206037
CCCCCC(=O)OCC=CC,fruity; pineapple; sharp,208861,208861
CCCCCC(OCCC(C)C)OCCC(C)C,apple; cognac; green; oily,208862,208862
CCCCCC(OCCCC)OCCCC,apple; cognac; green; oily,208863,208863
CN1CCNC2=CC=CC=C21,burnt; meaty,215850,215850
CC1=CCC(CC1OC(=O)CC(C)C)C(=C)C,fruity; herbal; sweet,216439,216439
CCCCOC(C1=CC=CC=C1)OCCCC,almond; cherry; herbal; sweet,219171,219171
CC(C)CC(=O)CC1=CC=CC=C1,caramellic; fruity; spicy; woody,219672,219672
CCCC(C(=O)CCC)O,buttery; nutty; pungent; sweet,219794,219794
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C,fruity; mint; sour; sweet,220674,220674
CCCOC(=O)CCC(=O)C,caramellic; fruity; sweet,221069,221069
CCOC(=O)C(C)OC(=O)C,caramellic; dairy; fruity; rum,221166,221166
C1CCC(CC1)CCOC=O,apple; fruity; waxy,221393,221393
CCCCCC(=O)OCCCC1=CC=CC=C1,fruity; green; sweet,221417,221417
CCC(=O)OCCC1CCCCC1,fresh; fruity; pineapple; sweet,221443,221443
CCC(=O)O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C,floral; fresh; fruity; herbal; mint; sweet,221455,221455
CCCOC(=O)CC1=CC=CC=C1,apricot; honey; rose,221641,221641
CCOC1=CC=CC=C1C(=O)OCC,floral; fruity; green; sweet; warm,221644,221644
CC1C(OC(O1)C2=CC=C(C=C2)OC)C,anisic; floral; hay,221663,221663
CCCCCCOC(=O)CC1=CC=CC=C1,floral; fruity; green; honey; sweet; waxy; winey,221691,221691
CCCCOC(=O)C(C)OC(=O)C,creamy; fruity; milky,223944,223944
CC1C(OC(O1)C2=CC3=C(C=C2)OCO3)C,floral,225856,225856
CC(=O)CSCC1=CC=CO1,burnt; cabbage; coffee,226249,226249
COC1=CC(=CC(=C1O)OC)CC=C,burnt; meaty; phenolic; smoky; spicy,226486,226486
CCCC(C)C(=O)OCC(C)C,apple; fatty; fruity; oily,226902,226902
CCCC(C)C(=O)OCCC(C)C,apple; fatty; fruity; oily,226912,226912
CCCCCCOC(=O)C(C)CCC,apple; fruity; herbal; oily; winey,226920,226920
CC(C)CCCOC(=O)C1=CC=CC=C1,balsamic; fruity; sweet,227544,227544
CCCCCCOC(=O)C(CC)CC,apple; fruity; herbal; sweet; waxy; winey,227875,227875
CC(=O)CC(OC)OC,herbal; sweet,228548,228548
CC(=O)CC1=CC=CO1,caramellic; fruity; spicy; sweet,228583,228583
CCCC(=O)C1=CC=CO1,balsamic,228588,228588
CC(=C)CCC(=O)C,berry; cheesy; dairy; fatty; fruity; green; tropical,228604,228604
CCCCCCCCCOC=O,citrus; sweet,228757,228757
CCCCCCCCOC(=O)CC(C)C,apple; earthy; fatty; fruity; green; herbal,228769,228769
CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,floral; fresh; green,228987,228987
CCCCCCCCCCC1OCC(O1)C,citrus; fatty; floral; herbal,229153,229153
CCCCCCC(=O)OCCC,fruity; green; oily; winey,229377,229377
CCCCCCCCCCOC(=O)CC,aldehydic; citrus; cognac; fatty; musk; rum; sweet,229385,229385
CCCCCCCCCCOC(=O)CCC,apricot; fruity; peach; rose; waxy,229387,229387
CCCCCCCC(=O)OCCC1=CC=CC=C1,earthy; floral; fruity; green; winey,229888,229888
CC1C(OC(O1)CC2=CC=CC=C2)C,earthy; floral; fruity; herbal; sweet,230525,230525
C[C@@]12CC[C@H](C1(C)C)CC2=O,camphoreous; fresh; mint,230921,230921
CCCCC(=O)C1=CC=CO1,cheesy; fruity,231325,231325
C1CCCCCCCOC(=O)CCCCCC1,musk; pear; sweet,235414,235414
CC1COC(O1)C(C)C2=CC=CC=C2,fresh; fruity; green; melon; mushroom,236687,236687
C1=C(OC(=C1)C=O)CO,hay; herbal; winey,237332,237332
CCCCCC1=CN=CC=C1,earthy; green,238307,238307
CCCC(=O)CC(=O)OCC,berry; fruity; green; pineapple,238498,238498
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C,earthy; floral; rose; sweet; tea; woody,240122,240122
CC(CCC=C(C)C)CO,melon,240230,240230
CC1=CC(=C(C(=C1)OC)O)OC,medicinal; phenolic; smoky; spicy,240925,240925
CCCCC(C)OC(=O)CCC,fruity; sweet,243670,243670
CCCC(=O)OCC1=CC=C(C=C1)OC,floral; fruity; plum; sweet,243675,243675
CCCCCCCCCCCCOC(=O)C(C)C,buttery; fatty; milky; oily; waxy,243691,243691
CCCC(=O)OC1CCCCC1,floral; fresh; fruity; sweet,243783,243783
CCCCCCCCCCCCOC(=O)CC(C)C,apple; fresh; fruity; oily,243803,243803
CCCC(=O)OCCCCCCCCCC=C,fatty; fruity; oily,244468,244468
CCCC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,fruity; herbal; woody,244483,244483
CCCCCCCCCCCCOC(=O)CCC,fatty; fruity; oily,245572,245572
CCCCCC(=O)CC,cheesy; earthy; fruity; herbal,246728,246728
CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,balsamic; floral; fruity,246929,246929
CC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,camphoreous; earthy; fruity; herbal; pine; woody,247573,247573
C(CCCCS)CCCCS,fatty; meaty; mushroom; sulfurous; vegetable; waxy,248488,248488
CC(CCCC(C)(C)O)CCO,floral; rose; sweet,249494,249494
C/C=C(\C)/C(=O)OCC1=CC=CC=C1,mushroom; rose,250096,250096
CCCOC(=O)CCC1CCCCC1,fruity; peach; pear; pineapple; sweet,251209,251209
CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C,floral; rose; sweet,251529,251529
CCCC(=O)OCC(=C)C,fruity; pungent; sharp,251530,251530
C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2,caramellic; fruity,251531,251531
CCCCC(C1=CC=CC=C1)C(=O)OCC,creamy; fruity; green; honey; milky; sweet,256028,256028
C1=CC=NC(=C1)CS,fatty; meaty; roasted; savory; sulfurous,256071,256071
C1=COC(=C1)COCC2=CC=CO2,burnt; coffee; nutty,263034,263034
CCOC(=O)C1=CC=CC=C1NC(=O)C,citrus; floral; fruity; grape,279117,279117
