SMILES,Odor,Stimulus,CID
CC1COC(c2ccco2)O1,almond; aromatic; fresh; fruity; sweet,96461,96461
CCCCCC1OC(=O)CC1C,buttery; coconut,97707,97707
CCCCCCC=CC(=O)O,dairy; fatty; fruity; green; waxy,97730,97730
CCCCCCCCCCCCC1CCC(=O)O1,creamy; fatty; waxy,97747,97747
CC(c1ccccc1)C1OCCO1,earthy; floral; green; mushroom,97785,97785
CCCCCC(=O)OC(C)CCCCC,fruity; green; sweet; tropical,97881,97881
CCC(C)COC(=O)C(C)C,fruity,97883,97883
CCOC(C)OC(C)=O,ethereal; fresh; fruity; winey,97895,97895
CCCCCCC(C)OC(C)=O,floral; fruity; herbal; waxy,97987,97987
CC(O)COC(=O)Cc1ccccc1,balsamic; honey,98004,98004
CC(O)C(=O)OCc1ccccc1,caramellic; dairy; fruity; sweet,98054,98054
COc1ccc(C2OCC(C)O2)cc1,anisic; floral; herbal; sweet,98081,98081
CCC1(C)OCC(C)O1,ethereal; fruity; mint,98083,98083
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,floral,98118,98118
CCCC1OCC(C)O1,ethereal; fermented; fruity; green,98218,98218
C=CCSCC(N)C(=O)O,alliaceous; garlic,98280,98280
CC1CCOC1=O,coconut; coumarinic; hay,98323,98323
OC1CSC(O)CS1,bread; brothy; meaty; sulfurous; tomato,98330,98330
CC(C)=CCCC(C)CCCC(C)C=O,aldehydic; floral; fresh; rose,98403,98403
CC1COC(C(C)C)O1,cocoa; ethereal; fermented; fruity; green; malty; winey,98461,98461
CC(=O)C1CCCC1=O,burnt; caramellic; fruity; ketonic,98471,98471
CC(=O)OC1CC2CC1C1C=CCC21,anisic; green; sweet; woody,98478,98478
CCCCCOC(=O)Cc1ccccc1,apple; balsamic; fruity; honey; sweet,98492,98492
C=CCSCCC,alliaceous; garlic; onion; sulfurous,98781,98781
O=C(c1ccccc1)C(O)O,aromatic; earthy; fatty; green; nutty; spicy; vegetable,99611,99611
CCOC(=O)C(C)c1ccccc1,balsamic; floral; fruity; honey; sweet,99643,99643
C=C(C)C1CC(=O)C2(C)OC2C1,mint,100031,100031
CCCOc1cncc(C)n1,earthy; green; vegetable; woody,100240,100240
CCCCCOC(=O)c1ccccc1N,berry; floral; fruity; grape; sweet,100495,100495
CSC(C)C(=O)O,cheesy; fruity; green; sulfurous; tropical,100851,100851
CSCCC1OCC(C)O1,cheesy; potato; sulfurous,100927,100927
O=COC1CCCCCCCCCCC1,camphoreous; floral; fruity; woody,100936,100936
CC(=O)OCc1ccc(C(C)C)cc1,fresh; fruity; herbal; sweet,100990,100990
Cc1nccnc1SCc1ccco1,caramellic; coffee; meaty; nutty; roasted,101003,101003
Cc1cnc(SCc2ccco2)cn1,coffee; meaty; roasted,101004,101004
Cc1cncc(SCc2ccco2)n1,coffee; meaty; roasted,101005,101005
CCCC1CCOC(C)S1,black currant; fruity; green; sulfurous; tropical,101010,101010
CC(C)C(=O)OC(C)(C)Cc1ccccc1,aromatic; floral; fresh; fruity,101023,101023
CCCCC(=O)OCC(C)O,fruity; sweet,101080,101080
CC1(C)CCCC(C)(O)C1=O,tea; tobacco,101115,101115
CC1COC(c2ccc3c(c2)OCO3)O1,aromatic; floral; sweet,101144,101144
CCCCCOC(=O)C(C)O,caramellic; fruity; milky,101145,101145
O=COCc1ccc2c(c1)OCO2,cherry; floral; sweet,101285,101285
O=C(OC1CCCCC1)c1ccccc1O,aromatic; balsamic; floral,101330,101330
CCCCCCCCCCCC(=O)OCC(C)C,fatty; oily; winey,101338,101338
CCCCCCCCCC(OCC)OCC,citrus; ethereal; fatty; fresh; fruity; herbal; oily; rum; waxy,101363,101363
CCCCCCCC(OCC)OCC,citrus; floral; green; orange,101364,101364
CCOC(=O)c1ccccc1NC,grape,101365,101365
CCOC(=O)C(C)(O)CC,caramellic; fruity; grape; nutty,101536,101536
CC1=CC(O)CC(C)C2CC(=C(C)C)CC12,balsamic; earthy,101549,101549
CC(OCCc1ccccc1)OCCc1ccccc1,balsamic; floral; leafy; rose; warm,101592,101592
CC(=O)OCCC1=CCC2CC1C2(C)C,floral; fruity; sweet; woody,101604,101604
CC(C)=CCC[C@@H](C)CCO,rose,101977,101977
C=C(C)[C@@H]1CC=C(C)[C@H](OC(C)=O)C1,fruity; green; herbal; sour; sweet,102024,102024
CCCCC(CC)C(=O)OC,fatty; fruity; herbal; orris; woody,102491,102491
CCCCCCC(C)CO,fruity; oily; waxy,102495,102495
COC(CC(C)CCC=C(C)C)OC,citrus; floral; herbal,102507,102507
CCCCC(C)C=O,aldehydic; cheesy; fatty; fruity,102515,102515
C=CC1(C)CCC(=O)O1,floral; fruity,102550,102550
C=C1C(OC(C)=O)CC2CC1C2(C)C,camphoreous; fruity; herbal; mint,102553,102553
CC1(C)C2=CCCC(C)(C)C23CCC1C3,woody,102562,102562
CC1CCC(C(C)C)C(OC(=O)Cc2ccccc2)C1,balsamic; herbal; honey; mint,102567,102567
CC(=O)OC1C=C(C)CCC1C(C)C,fruity; herbal; spicy; sweet,102578,102578
CC(=O)CCCC(C)CCC=C(C)C,balsamic; floral; rose; sweet; woody,102604,102604
CC(C)=CCCC(C)(O)C1CO1,creamy; floral; fresh; mint; sweet; woody,102611,102611
COC1CC(C)CCC1C(C)C,fresh; mint,102648,102648
C=C1C(O)CC2CC1C2(C)C,camphoreous; mint; pine; sweet,102667,102667
CC1=CC(C)(C)C(C=O)CC1,green; herbal,102680,102680
CC1CCC(C(C)C)C(OC=O)C1,earthy; floral; fresh; green; herbal; mint,102772,102772
COC(C)(OC)C(C)O,buttery; fruity; sharp,102794,102794
CCC(C)SC(=O)CC(C)C,cheesy; fruity; green; sulfurous; tropical; vegetable,102815,102815
CCC(=O)OCC(C)CC,apple; banana; fruity; melon; sweet; tropical,102817,102817
CCC(C)C(=O)OCC(C)C,fruity; sweet,102820,102820
CCCCCCC1C=CC(=O)O1,coconut; dairy; mushroom,102833,102833
CCC(=O)C(C)CC=C(C)C,citrus; fresh; fruity; grapefruit,102844,102844
CCCC(C)C(C)=O,dairy; ethereal; fruity; herbal; ketonic,102846,102846
CCOC(C)OCCc1ccccc1,green; leafy,102849,102849
CCCCCC(=O)OCC(C)CC,apple; banana; fruity; pineapple,102855,102855
CCCCCC1C(=O)CCC1CC(=O)OC,floral; fruity; jasmine,102861,102861
CCCCC(CC)C(=O)OCC,fatty; fruity; herbal; woody,102916,102916
CC1OC(C)C(C)O1,alcoholic; ethereal; fresh; fruity; green; winey,102967,102967
CCC1CCCC(=O)O1,coconut; coumarinic,102968,102968
CC1COC(C)O1,buttery; dairy; ethereal; fruity; green; sweet,102993,102993
CCCCCC(=O)OC(C)c1ccccc1,fruity; rose,103018,103018
C[C@H](c1ccccc1)N(C)C,fishy,103034,103034
CCC(=O)OCCCCCCC(C)C,floral; fresh; herbal,103310,103310
CC1=CCCC(C)(C)C1C(C)CCC=O,orris; woody,103381,103381
CCOCc1cnccn1,earthy; nutty; pineapple; roasted,103404,103404
CCC(C)COC(=O)c1ccccc1,balsamic; floral; fruity; green; sweet,103653,103653
CCOC(=O)C1OC1c1ccc(C)cc1,fruity; sweet,103688,103688
CSC(C)C(C)=O,alliaceous; black currant; earthy; sulfurous; tropical,103788,103788
C=C(C)C1CCC2=CC(O)CC(C)C2(C)C1,citrus; grapefruit,103814,103814
C=CC(C)CCCC(C)(C)OC(C)=O,citrus; floral,103826,103826
COC(=O)C(C)S,brothy; meaty; sulfurous; tropical; vegetable,103858,103858
CCCCCCCCCCOC(=O)CCCCC,fatty; fruity; oily; pineapple,104170,104170
CCCCCCCCCCC(OC)OC,citrus; oily,104224,104224
CCOc1cncc(C)n1,fresh; pineapple,104421,104421
CCCCCCCCCOC(=O)CC,aldehydic; ethereal; rose; sweet; waxy; winey,104425,104425
CCCCCCCCCCC(OCC)OCC,citrus; floral; fresh; fruity,104486,104486
CCCCCCCCCCCC(OCC)OCC,citrus; fruity; green; oily,104487,104487
CCCCCCCCOCC=O,aldehydic; floral; fresh; fruity; herbal,104512,104512
Cc1nc(CC(C)C)sc1C,earthy; green; nutty; savory; tomato; vegetable,104513,104513
CCCc1nc(C)c(C)o1,burnt; fatty; herbal; metallic; roasted,104620,104620
CC(=O)c1ncc(C)nc1C,hazelnut; nutty; popcorn; roasted,104721,104721
CCOCc1ccccc1OC,aromatic; floral; fresh; rose; sweet; tea,105179,105179
C=CCCC1=C(C)C(=O)CCC1(C)C,floral; fruity; tobacco; woody,105426,105426
CCc1ccc(CC(C)(C)C=O)cc1,aldehydic; floral,105513,105513
CC(C)(C)C(=O)OCCc1ccccc1,rose,105516,105516
CCC(=O)OC(C)(C)Cc1ccccc1,floral; fruity; sweet,105595,105595
CCCC(=O)Oc1c(C)occc1=O,berry; caramellic; fruity,105844,105844
CCOC(CCCCCC(C)C)OCC,floral; green; sweet,106158,106158
CSc1nccnc1C(C)C,earthy; green; meaty; roasted; woody,106216,106216
CSSC(C)(C)C=O,aromatic; chocolate; cocoa,106217,106217
CCc1cnc(OC)cn1,cocoa; earthy; green; musty; nutty,106443,106443
CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,bread; fermented,106530,106530
CC(CCOC=O)CC(C)(C)C,green; herbal; woody,106711,106711
C=CCOC(=O)COCCC(C)C,apple; fruity; green; herbal; pineapple,106729,106729
C=CCOC(=O)COCC(C)CC,fruity; green; herbal,106730,106730
CCCCCCC1OC(=O)CC1C,fruity; green; jasmine; milky; peach; waxy,106756,106756
COC(OC)C(C)(C)CC=C(C)C,citrus; fresh; grapefruit,106766,106766
CCCCCCCCCC(C)C(OCC)OCC,balsamic; citrus; woody,106788,106788
CC(CCCC(C)(C)O)CC(n1ccc2ccccc21)n1ccc2ccccc21,animal; floral; jasmine,106826,106826
CC(=O)OC1CC(C)CC(C)(C)C1,fruity; herbal; mint; rose; sweet,106917,106917
CCC1(O)C2(C)CCC(C2)C1(C)C,earthy; musty,106997,106997
CCCCCOC(=O)C(C)CC,apple; banana; fruity; ripe,107059,107059
CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,musk; warm; woody,107065,107065
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,balsamic; sweet; woody,107152,107152
COC(=O)C(C)CS,fresh; fruity; grape; tropical,107231,107231
CC1CC(C)(c2ccccc2)OC(C)O1,floral; grapefruit; green; herbal,107381,107381
CC1=CC(=O)[C@@H](C(C)C)CC1,herbal; mint,107561,107561
CCCCCCOC(C)OCC,alcoholic; cognac; earthy; ethereal; floral; green,108244,108244
C=CC1(C)CCC(COC(C)=O)C(C)(C)C1C(=C)C,citrus; fruity; sweet,108410,108410
CC1=NC(C)SC1,meaty; nutty; roasted; vegetable,108501,108501
CCCCCCC(CC)OC(C)=O,floral; fruity; green; tropical; waxy,108518,108518
CCCCCCCCC=CC=CC=O,fatty; floral; herbal; waxy,108529,108529
CCCCCCCCC(OCC)OCC,citrus; floral; fresh; green,108625,108625
CC(=O)Sc1cc(C)oc1C,meaty; roasted,108764,108764
CC(=O)Sc1ccoc1C,beefy; chicken; meaty; roasted,108765,108765
O=C(CCc1ccccc1)OCCCc1ccccc1,balsamic; floral; sweet,108879,108879
CCCCCCCCCC(=O)OCCCCCCC,brandy; winey,108902,108902
CCCCCCCCC(=O)OCCCCC,floral; fruity; nutty; oily; winey,109095,109095
CCCCCCCCCC(C)C(OC)OC,aldehydic; green; lemon; waxy,109183,109183
CC(C)CCCC(C)CCOC=O,floral; fresh; fruity; green; spicy,109224,109224
CC(C)=CCCC1(C)OCC(C)O1,citrus; fatty; fruity; green,109257,109257
CC1CCC(C(C)C)C(OC(=O)C(C)C)C1,floral; fruity; herbal; sweet,109319,109319
CC1CCC2CC1SC2(C)C,fruity; grapefruit; sulfurous; tropical,109332,109332
CC1CCC(CO)C(C)C1,floral; mint; woody,109418,109418
COc1cc(C2OCC(C)O2)ccc1O,creamy; sweet; vanilla; warm,109455,109455
CCOc1cc(C2OCC(C)O2)ccc1O,sweet,109457,109457
CC(C)=CCCC(C)CCOC(=O)c1ccccc1N,fruity; rose; sweet,109467,109467
CCCCCC(=O)Oc1ccc(C)cc1,animal; floral; herbal,109637,109637
CCCC(=O)OC1=C(C)CCC1=O,buttery; caramellic; creamy; nutty,109828,109828
CC(C)=CCOC=O,fruity; green; leafy; rum; tomato,110373,110373
CCC(=O)Oc1c(C)occc1=O,caramellic; fruity; strawberry,110543,110543
CC12CCC(C1)C(C)(C)C2OC=O,pine,110661,110661
CC1=CC=C2C(C)(C)CCCC2(C)O1,berry; floral; fruity; orris; sweet; woody,110664,110664
CCCCC(C)OC(C)=O,apple; fruity; pear; sour; sweet,110740,110740
CC(C)CCCC(C)CC=O,citrus; fresh; green,110747,110747
CCCC(=O)OC1CC(C)CCC1C(C)C,floral; fresh; fruity; herbal; mint,110759,110759
CCCCCC(=O)OC1CC(C)CCC1C(C)C,fruity; herbal; mint; sour; sweet; woody,110760,110760
CC1(C)C2CCC(CS)C1C2,fruity; green; sulfurous; tropical,110909,110909
CCOC(C)OCC(C)C,alcoholic; cognac; ethereal; fermented; green,110941,110941
CCCCC(CC)CS,alliaceous; meaty; roasted; sulfurous; tropical; vegetable,110968,110968
CCCCCC(O)CC(=O)OCC,apple; fruity; green; sweet; winey,110975,110975
CCCCCCCCCCCC1CCCC(=O)O1,dairy; fatty; waxy,110976,110976
CCCCCCCCC1CCCC(=O)O1,buttery; creamy; dairy; fatty,110977,110977
CC(=O)OC(C)(C)C1CC=C(C)CC1,herbal; spicy; sweet,111037,111037
CC(C)=CCCC(C)CCOC(=O)CC(C)C,chamomile; herbal; rose; tobacco; warm,111440,111440
CC(C)CCCCCCC(=O)O,fatty,111470,111470
CC(=O)CCO,caramellic; milky; sweet,111509,111509
C=CCOC(=O)COC1CCCCC1,fruity; green; herbal; pineapple,111727,111727
CC(C)CC(=O)OCc1ccc(O)cc1,apricot; fruity; spicy; sweet,111779,111779
CCC(=O)OCC(C)OC(=O)CC,fruity; winey,112002,112002
CCOC(=O)C(O)CC(C)C,fresh; fruity; winey,112030,112030
C=CC(C)(CCC=C(C)C)OC(=O)CCCC,fruity; sweet,112045,112045
CC(=O)OCCCCCCCC(C)C,citrus; fresh; rose; sweet,112240,112240
CCOC(CCCCC(C)C)OCC,fruity; green; leafy,112252,112252
CCC(C)COC(=O)Cc1ccccc1,balsamic; cocoa; floral; fruity; sweet,112450,112450
COC(C)(C)CCCC(C)C=O,citrus; floral; fruity; melon,112491,112491
CCC=CCCC1CCC(=O)O1,creamy; floral; fruity; green; peach; sweet; tropical,112553,112553
CCCCCCC(CCOC(C)=O)OC(C)=O,floral; jasmine,112635,112635
CCCCCCCCCC(=O)OCCc1ccccc1,floral; green; herbal; oily; rose; waxy; winey,112733,112733
COCc1cnccn1,almond; roasted,113204,113204
CCC(C)COC(=O)C=C(C)C,apple; chamomile; floral; fruity,113425,113425
CC1CC(C)(c2ccccc2)CO1,aromatic; floral; fresh; herbal,113514,113514
CCCCCC(=O)OCCC(C)CCC=C(C)C,apple; floral; fruity; pear; pineapple; rose,114416,114416
CCCCCCC1CCCC1=O,floral; fruity; green; jasmine,114454,114454
CCCCCOC(C)OCC,alcoholic; cognac; ethereal; green; pungent,114523,114523
CCCCCCCCCCCC=CC=O,citrus; fatty; fruity; orange,116625,116625
COc1ccc(COC(=O)C(C)C)cc1,floral; fruity; sweet,117035,117035
CCC(=O)OCC(C)O,fruity,117252,117252
CCOC(C)(C)C1CC=C(C)CC1,citrus; fatty; green,117385,117385
CCOC(=O)CCC(C)C,apple; fruity; pineapple,117477,117477
CCCCCC1=CCCC1=O,floral; fruity; jasmine,117549,117549
CCC(=O)Nc1ccccc1C(=O)OC,grape,117564,117564
CCCCC(OC)OC,cognac; ethereal; fruity; green,117799,117799
CC(=O)OC1C=C(C)C2CC1C2(C)C,fruity; herbal; mint; spicy,118088,118088
CC(C)c1ccc(C(C)C=O)cc1,floral; green; herbal; leafy,118146,118146
CCC(C)SC(=O)C=C(C)C,cheesy; fruity; green; sulfurous; tropical; vegetable,118148,118148
CCOC(=O)C1C(C)=CC=CC1(C)C,apple; fruity; herbal; spicy,118199,118199
CCC(C)COC=O,apple; fatty; fruity; green; winey,118210,118210
CCCC(CCCC(=O)OCC)OC(C)=O,fruity,118225,118225
C=CC(CCC)OC(C)=O,fruity; green; rum,118262,118262
CCCCCCOC(CCCCC)OCCCCCC,apple; cognac; grassy; green; oily,118530,118530
CC(C)CC(=O)SC(C)C,cheesy; green; sulfurous; tropical; vegetable,118641,118641
CC(C)=CC(=O)SC(C)C,green; meaty; onion; sulfurous; tropical,118658,118658
CCC(C)(C)SSC(C)(C)CC,alliaceous; green; meaty; savory; sulfurous; vegetable,118758,118758
C=CCCCCCCC(C)=O,apple; fatty; fruity; green; pear; pineapple,118782,118782
CC(C)CC=NCCC(C)C,burnt; cocoa; fishy; oily; sweet,118823,118823
C=CCCCCCCCC(C)=O,citrus; fruity; green; melon; tropical,118928,118928
C=C1C(O)CC23CC1C(C)(C)C2CCC3C,woody,119831,119831
CC1=C(O)C(=O)C(O)CO1,caramellic,119838,119838
CC(=O)OCC1CCC2CC1C2(C)C,fruity; herbal; pine; sweet,119852,119852
CCCCCCCCC(=O)OC(C)C,fermented; fruity; melon; oily; winey,119911,119911
CCCCCCCCCCCCOC=O,floral; fruity; green,119919,119919
Cc1ccc2c(c1)OCC(=O)CO2,fresh; green; melon,120101,120101
CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,alcoholic,121667,121667
Cc1ccc2c(c1)C=CCC2(C)C,gasoline; woody,121677,121677
CCc1nc(C)oc1C,green; hazelnut; nutty; vegetable,121694,121694
CCCC(=O)CC(=O)OC,caramellic; fruity; roasted,121700,121700
CC1=CC(=O)CC1C,burnt; caramellic; ketonic,121710,121710
C=C1C(=O)CC2CC1C2(C)C,camphoreous; mint,121719,121719
CC1=CC=CCC1,gasoline,121731,121731
CCCCCCCCCC(=O)OCC(C)C,brandy; cognac; fatty; fruity; oily; sweet,121738,121738
CCCCCCCCCC(=O)OCCC,fatty; fruity; oily; vegetable; woody,121739,121739
CC(=O)OC1(C)CCCCC1,berry; floral; fruity; sweet,121767,121767
CCCCCCC(C(C)=O)C(=O)OCC,floral; fruity; green; herbal; jasmine; winey,121790,121790
C=C(C)C1CC=C(C)C(OC=O)C1,fruity; herbal; mint; sweet,121797,121797
CSCS,garlic; meaty; savory; sulfurous,122370,122370
CCSc1ccccc1O,burnt; smoky,122407,122407
CCCC(=O)OCC(C)O,ethereal; fruity,122419,122419
CC(C)[C@@H]1C=C[C@](C)(O)CC1,floral; herbal; musty,122485,122485
C=CC=CC=CCC=CCC,fatty; green,122491,122491
CCOc1nccnc1C,cocoa; nutty; roasted,122941,122941
CCSSC,alliaceous; onion; sulfurous,123388,123388
CCc1ccccc1C=O,almond; spicy,123406,123406
C=CCCCCCCCCCC(=O)O,citrus; fatty,125207,125207
C/C=C(\C)C(=O)O,spicy; sweet; warm,125468,125468
CC(O)C1CCCCC1,fermented; fruity; herbal; oily,137829,137829
Cc1cncs1,coffee; roasted; sulfurous,137980,137980
CC(C)OC(C)OC(C)C,alcoholic; brandy; cognac; ethereal; fruity; green; pungent,138176,138176
CCOC(C)(OCC)c1ccccc1,floral; fruity; green; spicy; warm,138187,138187
CCCC(OC)OC,alcoholic; cognac; ethereal; fermented; fresh; green,138260,138260
CCC=S,alliaceous; garlic; onion; potato,138345,138345
CCCOC(=O)C(C)(C)C,fruity; ripe; sweet; tropical,138418,138418
CCCCOC(=O)C(C)(C)C,apple; fruity; herbal,138420,138420
CCCC(=O)C(=O)CCC,buttery; caramellic; cheesy; creamy; fatty; fruity; sweet,138508,138508
SCS,meaty,138818,138818
CCSC(C)SCC,alliaceous; coffee; fruity; meaty; sulfurous; tropical,139711,139711
CCCC(C)CC=O,aldehydic; cheesy; fatty; fruity; green,140511,140511
CC1CCCCCCCCCCCCC(=O)O1,musk,141710,141710
CC(S)c1ccccc1,floral; meaty; sulfurous; tropical,141850,141850
CC(=O)CC(=O)OCc1ccccc1,balsamic; floral; fresh; fruity,142266,142266
CC=CSC,garlic; onion; sulfurous,142629,142629
COC(CC(C)C)OC,cocoa; ethereal; fermented; fruity; green; malty,143444,143444
CSc1cc(C)oc1C,brothy; meaty; roasted,143990,143990
CC(C)=CCS,coffee; garlic; meaty; onion,146586,146586
CCCC1NCCS1,bread; caramellic; green; pungent; radish,146885,146885
CCCCCCCCCCCCC=CC=O,chicken; oily,149211,149211
CCCC(O)CC(=O)O,cheesy; fruity,151492,151492
CCCCCCCCCCCCCC=CC(=O)O,fatty; oily,152802,152802
CC(CS)C(=O)O,cheesy; meaty; ripe; sulfurous; tropical; vegetable,152910,152910
C=CC1(C)CCC(C(C)C=O)O1,floral; fresh; sweet,155007,155007
C=C(C)C1C=CC(C)(O)CC1,floral; herbal; musty,155626,155626
C=C1CC[C@@H]2S[C@@H]1[C@H]1[C@H](C(C)C)CC[C@]12C,earthy; musty; woody,155724,155724
CCCCC1OCC(C)O1,alcoholic; fatty; fermented; green; nutty,156273,156273
CCC(C)(CCc1ccccc1)OC(C)=O,floral; fresh; fruity; green; tea,160065,160065
CCCCC=CCC(=O)OCC,fatty; fruity; pineapple; tropical,161528,161528
CCCCC1COCC(C)C1OC(C)=O,floral; jasmine; mushroom,161960,161960
C=CC(C)(CCC=C(C)C)OC(C)OCC,floral; fresh; herbal,162027,162027
CCCOC(=O)C(C)CC,apple; fruity; green; pineapple; sweet,162239,162239
C=CCCCCCCCC=O,citrus; fatty; floral; fresh; green; rose,162392,162392
CC1(O)CCC2C(=CCCC2(C)C)C1,animal; earthy,162452,162452
COC(=O)c1ccccc1NC=O,fruity; grape; musty,162458,162458
CCC(C)COC(=O)c1ccccc1O,balsamic; floral; green; herbal; sweet,162626,162626
CCCC(=O)OCC(C)CC,fruity,162627,162627
CCC1(O)C2(C)CCCC1(C)CC2,earthy; woody,163418,163418
CCCC(C)COC(=O)C(C)CCC,fatty; floral; fruity; pear,163588,163588
CCC(C)C(O)C(=O)O,buttery; cheesy; creamy; fruity,164623,164623
CSCCCCCCN=C=S,fatty; horseradish; pungent; radish; sweet,165224,165224
CC(C)=CCOC(=O)C=C(C)C,fruity; green,166302,166302
CCCCCCCCCCOC(=O)CC(C)C,apple; brandy; fruity; waxy; winey,166371,166371
CC(=O)C1=NCCS1,green; onion; popcorn,169110,169110
CCCCCCCCC(=O)OCC(C)C,fruity; oily; rose; winey,169223,169223
C=C(C)CCCC(C)CO,fatty; fresh; green; melon; oily; waxy,169818,169818
CCc1ccc(C=O)s1,almond; caramellic; nutty,169830,169830
C=CC(C)(S)CCC=C(C)C,fresh; fruity; grapefruit,170239,170239
CCCCCCCCCCCCCC(=O)OCCCCCC,odorless,170623,170623
CCCC(=O)OCC(C)OC(=O)CCC,fruity,170948,170948
C=CC(O)CCCCCCC,cheesy; citrus; dairy; earthy; mushroom; waxy,170977,170977
CCCCCC(=O)OCSC,creamy; fruity; pineapple,173312,173312
CCCCCC(=O)OCC=C(C)C,earthy; fruity; green,173534,173534
CC(C)=CCOC(=O)C(C)C,berry; buttery; fruity; green; plum; waxy,173535,173535
CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,camphoreous; earthy; fruity; herbal; nutty; pine,174490,174490
CC1C(S)CC2CC1C2(C)C,fruity; green; sulfurous; tropical,175039,175039
CCOc1nccnc1C(C)C,earthy; green; nutty; roasted; vegetable,175170,175170
C=CC(C)(CCC=C(C)C)OCC,citrus; floral,175211,175211
CCCCCCCOCC(=O)CO,earthy; mushroom; sweet,175220,175220
CCc1nccnc1SC,earthy; green; musty; nutty; roasted; vegetable,175366,175366
CCCCCCCC(O)CCCC(=O)OCC(O)CO,buttery,175553,175553
CC(=S)OC(C)(C)[C@@H]1CCC(C)CC1=O,catty,175606,175606
C=CC(=O)CCCCCC,mushroom,181106,181106
CCC=CC=CC(C)=O,earthy; fishy; green; metallic; mushroom,181575,181575
C=CCCCCN=C=S,fatty; green; pungent,184852,184852
CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1,chocolate; cocoa; creamy; floral; vanilla,198512,198512
CSCCCCCN=C=S,cabbage; pungent; radish,206037,206037
CC=CCOC(=O)CCCCC,fruity; pineapple; sharp,208861,208861
CCCCCC(OCCC(C)C)OCCC(C)C,apple; cognac; green; oily,208862,208862
CCCCCC(OCCCC)OCCCC,apple; cognac; green; oily,208863,208863
CN1CCNc2ccccc21,burnt; meaty,215850,215850
C=C(C)C1CC=C(C)C(OC(=O)CC(C)C)C1,fruity; herbal; sweet,216439,216439
CCCCOC(OCCCC)c1ccccc1,almond; cherry; herbal; sweet,219171,219171
CC(C)CC(=O)Cc1ccccc1,caramellic; fruity; spicy; woody,219672,219672
CCCC(=O)C(O)CCC,buttery; nutty; pungent; sweet,219794,219794
CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,fruity; mint; sour; sweet,220674,220674
CCCOC(=O)CCC(C)=O,caramellic; fruity; sweet,221069,221069
CCOC(=O)C(C)OC(C)=O,caramellic; dairy; fruity; rum,221166,221166
O=COCCC1CCCCC1,apple; fruity; waxy,221393,221393
CCCCCC(=O)OCCCc1ccccc1,fruity; green; sweet,221417,221417
CCC(=O)OCCC1CCCCC1,fresh; fruity; pineapple; sweet,221443,221443
CCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,floral; fresh; fruity; herbal; mint; sweet,221455,221455
CCCOC(=O)Cc1ccccc1,apricot; honey; rose,221641,221641
CCOC(=O)c1ccccc1OCC,floral; fruity; green; sweet; warm,221644,221644
COc1ccc(C2OC(C)C(C)O2)cc1,anisic; floral; hay,221663,221663
CCCCCCOC(=O)Cc1ccccc1,floral; fruity; green; honey; sweet; waxy; winey,221691,221691
CCCCOC(=O)C(C)OC(C)=O,creamy; fruity; milky,223944,223944
CC1OC(c2ccc3c(c2)OCO3)OC1C,floral,225856,225856
CC(=O)CSCc1ccco1,burnt; cabbage; coffee,226249,226249
C=CCc1cc(OC)c(O)c(OC)c1,burnt; meaty; phenolic; smoky; spicy,226486,226486
CCCC(C)C(=O)OCC(C)C,apple; fatty; fruity; oily,226902,226902
CCCC(C)C(=O)OCCC(C)C,apple; fatty; fruity; oily,226912,226912
CCCCCCOC(=O)C(C)CCC,apple; fruity; herbal; oily; winey,226920,226920
CC(C)CCCOC(=O)c1ccccc1,balsamic; fruity; sweet,227544,227544
CCCCCCOC(=O)C(CC)CC,apple; fruity; herbal; sweet; waxy; winey,227875,227875
COC(CC(C)=O)OC,herbal; sweet,228548,228548
CC(=O)Cc1ccco1,caramellic; fruity; spicy; sweet,228583,228583
CCCC(=O)c1ccco1,balsamic,228588,228588
C=C(C)CCC(C)=O,berry; cheesy; dairy; fatty; fruity; green; tropical,228604,228604
CCCCCCCCCOC=O,citrus; sweet,228757,228757
CCCCCCCCOC(=O)CC(C)C,apple; earthy; fatty; fruity; green; herbal,228769,228769
CC(C=O)Cc1ccc(C(C)(C)C)cc1,floral; fresh; green,228987,228987
CCCCCCCCCCC1OCC(C)O1,citrus; fatty; floral; herbal,229153,229153
CCCCCCC(=O)OCCC,fruity; green; oily; winey,229377,229377
CCCCCCCCCCOC(=O)CC,aldehydic; citrus; cognac; fatty; musk; rum; sweet,229385,229385
CCCCCCCCCCOC(=O)CCC,apricot; fruity; peach; rose; waxy,229387,229387
CCCCCCCC(=O)OCCc1ccccc1,earthy; floral; fruity; green; winey,229888,229888
CC1OC(Cc2ccccc2)OC1C,earthy; floral; fruity; herbal; sweet,230525,230525
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,camphoreous; fresh; mint,230921,230921
